Student_ID,Name,Gender,Age,Department,Semester,Attendance_Percentage,Internal_Marks,External_Marks,City,Email
1646,Student_646,Male,19,IT,1,80.96,13.27,46.53,,student646@college.edu
1647,Student_647,Male,18,ECE,8,74.01,10.86,23.93,Bangalore,student647@college.edu
1648,Student_648,Male,19,EEE,2,83.09,12.5,32.16,Pune,student648@college.edu
1649,Student_649,Female,23,ECE,8,60.96,15.18,61.02,Delhi,student649@college.edu
1650,Student_650,Male,22,EEE,2,55.64,11.38,22.48,Delhi,student650@college.edu
1651,Student_651,Male,20,EEE,3,79.82,24.38,51.49,Pune,student651@college.edu
1652,Student_652,Female,21,ECE,5,74.23,23.66,52.55,Mumbai,student652@college.edu
1653,Student_653,Male,24,CE,7,51.34,22.41,72.02,Pune,student653@college.edu
1654,Student_654,Male,21,EEE,6,69.02,13.44,60.39,Delhi,student654@college.edu
1655,Student_655,Female,23,ME,8,55.31,18.83,62.24,Hyderabad,student655@college.edu
1656,Student_656,Male,21,IT,8,76.57,23.06,44.55,Mumbai,student656@college.edu
1657,Student_657,Male,23,CE,3,69.79,22.01,22.14,Kolkata,student657@college.edu
1658,Student_658,Male,24,ECE,2,80.66,13.29,37.66,Pune,student658@college.edu
1659,Student_659,Female,19,CE,7,90.28,7.25,45.72,Kolkata,student659@college.edu
1660,Student_660,Female,20,CSE,3,64.98,6.51,54.1,Mumbai,student660@college.edu
1661,Student_661,Female,18,CSE,5,98.11,16.54,49.5,Mumbai,student661@college.edu
1662,Student_662,Male,22,EEE,7,76.78,17.85,35.61,Mumbai,student662@college.edu
1663,Student_663,Male,18,EEE,5,80.91,22,27.25,Chennai,student663@college.edu
1664,Student_664,Female,19,ME,1,84.03,10.85,20.94,Pune,student664@college.edu
1665,Student_665,Male,22,IT,4,83.34,8.35,55.1,Bangalore,student665@college.edu
1666,Student_666,Male,21,CE,1,75.55,12.58,51.95,Hyderabad,student666@college.edu
1667,Student_667,Female,24,CSE,5,71.44,12.07,54.68,Hyderabad,student667@college.edu
1668,Student_668,Female,24,EEE,8,52.69,7.65,34.21,Kolkata,student668@college.edu
1669,Student_669,Male,17,IT,7,51.1,18.45,27.06,Kolkata,student669@college.edu
1670,Student_670,Male,19,CE,2,67.9,15.17,59.38,Bangalore,student670@college.edu
1671,Student_671,Male,19,EEE,6,66.68,19.42,60.29,Kolkata,student671@college.edu
1672,Student_672,Female,20,EEE,2,69.38,12.05,39.62,Pune,student672@college.edu
1673,Student_673,Female,18,CSE,7,56.92,11.51,49.77,Delhi,student673@college.edu
1674,Student_674,Female,19,CSE,1,86.91,14.45,34.28,Kolkata,student674@college.edu
1675,Student_675,Female,19,EEE,6,92.85,22.55,55.63,Mumbai,student675@college.edu
1676,Student_676,Male,21,ECE,7,96.94,5.81,64.32,,student676@college.edu
1677,Student_677,Female,21,EEE,5,74.62,21.1,54.74,Mumbai,student677@college.edu
1678,Student_678,Female,22,IT,8,85.04,12.38,43.32,Chennai,student678@college.edu
1679,Student_679,Female,23,EEE,2,92.78,22.09,39.81,Delhi,student679@college.edu
1680,Student_680,Female,23,ME,5,70.91,21.04,51.75,Delhi,student680@college.edu
1681,Student_681,Female,17,ME,6,65.47,11.98,54.19,Bangalore,student681@college.edu
1682,Student_682,Male,23,ME,6,96.84,18.88,46.32,Pune,student682@college.edu
1683,Student_683,Male,20,ECE,2,75.78,8.19,50.62,Pune,student683@college.edu
1684,Student_684,Female,17,ECE,5,74.86,22.93,16.28,Hyderabad,student684@college.edu
1685,Student_685,Male,22,EEE,3,58.92,13.09,71.86,Chennai,student685@college.edu
1686,Student_686,Female,21,ME,5,55.41,14.11,61.4,Bangalore,student686@college.edu
1687,Student_687,Female,23,ECE,6,92.11,19.12,34.31,Pune,student687@college.edu
1688,Student_688,Male,18,CSE,5,80.71,21.42,46.58,Mumbai,student688@college.edu
1689,Student_689,Male,21,EEE,8,66.29,9.73,13.08,Chennai,student689@college.edu
1690,Student_690,Female,24,IT,7,59.59,18.23,12.68,Delhi,student690@college.edu
1691,Student_691,Female,20,CE,1,77.77,12.84,26.3,Mumbai,student691@college.edu
1692,Student_692,Female,21,EEE,8,79.2,12.37,54.83,Bangalore,student692@college.edu
1693,Student_693,Male,20,CE,3,60.35,18.8,65.39,Bangalore,student693@college.edu
1694,Student_694,Female,20,ME,4,92.57,12.74,46.35,Chennai,student694@college.edu
1695,Student_695,Female,20,CE,7,54.21,11.92,44.59,Delhi,student695@college.edu
1696,Student_696,Female,22,ME,1,67.8,21.72,36.15,Pune,student696@college.edu
1697,Student_697,Male,20,CSE,4,84.02,7.03,20.5,Mumbai,student697@college.edu
1698,Student_698,Female,20,CE,2,63.71,18.52,17.69,Mumbai,student698@college.edu
1699,Student_699,Female,24,EEE,4,91.38,9.97,59.44,Delhi,student699@college.edu
1700,Student_700,Male,18,ME,7,86.99,5.31,70.29,Mumbai,student700@college.edu
1701,Student_701,Female,17,EEE,5,89.45,8.34,39.79,Pune,student701@college.edu
1702,Student_702,Female,19,ECE,7,55.96,17.13,52.86,,student702@college.edu
1703,Student_703,Male,24,ME,8,57.03,19.18,69.44,,student703@college.edu
1704,Student_704,Female,17,CE,4,64.32,5.42,15.86,,student704@college.edu
1705,Student_705,Male,20,ME,6,75.9,5.73,60.08,Kolkata,student705@college.edu
1706,Student_706,Male,18,EEE,1,87.4,23.05,50.09,Kolkata,student706@college.edu
1707,Student_707,Female,21,CSE,1,91.83,6.47,48.91,Bangalore,student707@college.edu
1708,Student_708,Female,18,ME,4,85.22,22.88,29.02,Bangalore,student708@college.edu
1709,Student_709,Female,24,CE,1,96.43,9.56,54.45,Mumbai,student709@college.edu
1710,Student_710,Female,20,ECE,6,86.94,19.8,61.66,Pune,student710@college.edu
1711,Student_711,Male,18,IT,7,65.31,11.19,17.34,Mumbai,student711@college.edu
1712,Student_712,Female,23,CSE,1,63.25,22.18,44.68,Delhi,student712@college.edu
1713,Student_713,Male,18,ECE,4,84.81,19.01,16.58,Mumbai,student713@college.edu
1714,Student_714,Female,20,ME,3,59.64,13.04,66.72,,student714@college.edu
1715,Student_715,Female,22,EEE,3,54.64,6.53,43,Kolkata,student715@college.edu
1716,Student_716,Female,23,EEE,2,76.61,19.65,62.52,Mumbai,student716@college.edu
1717,Student_717,Male,18,CE,8,91.08,17.34,33.93,Mumbai,student717@college.edu
1718,Student_718,Female,19,EEE,1,55.07,5.06,18.13,,student718@college.edu
1719,Student_719,Female,19,CSE,8,89.59,5.19,12.7,Mumbai,student719@college.edu
1720,Student_720,Female,18,EEE,7,90.58,21.18,28.3,Hyderabad,student720@college.edu
1721,Student_721,Female,22,CE,4,74.11,10.19,25.88,Kolkata,student721@college.edu
1722,Student_722,Male,21,IT,1,52.87,17.72,46.42,Chennai,student722@college.edu
1723,Student_723,Female,20,ME,5,58.73,14.08,11.41,Delhi,student723@college.edu
1724,Student_724,Male,19,ME,6,85.37,22.27,43.84,Bangalore,student724@college.edu
1725,Student_725,Male,21,EEE,1,85.59,23.34,35.47,Delhi,student725@college.edu
1726,Student_726,Male,18,ECE,1,94.92,24.94,47.51,Kolkata,student726@college.edu
1727,Student_727,Male,24,ME,8,79.13,8.07,55.66,Bangalore,student727@college.edu
1728,Student_728,Male,21,IT,8,56.21,22.26,51.22,Delhi,student728@college.edu
1729,Student_729,Male,23,EEE,3,56.07,10.32,74,Hyderabad,student729@college.edu
1730,Student_730,Female,17,CE,6,86.06,16.82,18.99,Mumbai,student730@college.edu
1731,Student_731,Male,19,IT,4,59.19,15.12,37.93,Kolkata,student731@college.edu
1732,Student_732,Male,18,EEE,1,66.42,5.36,37.61,Bangalore,student732@college.edu
1733,Student_733,Male,24,IT,3,74.36,23.66,37.11,Chennai,student733@college.edu
1734,Student_734,Female,20,ME,8,51.24,6.57,53.15,,student734@college.edu
1735,Student_735,Female,24,CE,2,62.44,18.76,41.84,Delhi,student735@college.edu
1736,Student_736,Male,22,EEE,6,70.39,20.7,43.63,Delhi,student736@college.edu
1737,Student_737,Female,23,CSE,3,63.98,20.91,38.1,Chennai,student737@college.edu
1738,Student_738,Male,18,CE,3,56.82,7.71,74.46,Hyderabad,student738@college.edu
1739,Student_739,Male,20,CSE,7,86.4,13.95,70.29,Chennai,student739@college.edu
1740,Student_740,Female,22,IT,3,90.66,21.59,30,Kolkata,student740@college.edu
1741,Student_741,Male,22,ECE,7,62.87,11.05,17.25,Chennai,student741@college.edu
1742,Student_742,Female,18,CE,1,88.72,14.35,64.58,Delhi,student742@college.edu
1743,Student_743,Female,23,IT,1,69.28,10.46,74.82,Hyderabad,student743@college.edu
1744,Student_744,Male,21,CSE,8,75.33,14.27,29.02,Hyderabad,student744@college.edu
1745,Student_745,Male,21,ME,2,92.8,22.76,33.26,,student745@college.edu
1746,Student_746,Female,22,ME,5,87.5,14.1,71.21,Chennai,student746@college.edu
1747,Student_747,Male,21,ECE,5,90.26,16.12,56.22,Kolkata,student747@college.edu
1748,Student_748,Male,17,CE,5,56.84,13.08,29.22,Delhi,student748@college.edu
1749,Student_749,Male,22,CE,8,53.49,14.2,47.77,Mumbai,student749@college.edu
1750,Student_750,Female,22,CE,7,94.67,5.3,71.37,Hyderabad,student750@college.edu
1751,Student_751,Female,20,IT,8,69.39,10.67,62.77,Chennai,student751@college.edu
1752,Student_752,Male,21,ECE,6,64.39,13.73,58.22,Pune,student752@college.edu
1753,Student_753,Female,23,CE,6,86.23,17.68,57.9,Kolkata,student753@college.edu
1754,Student_754,Female,22,IT,2,91.82,14,21.57,Kolkata,student754@college.edu
1755,Student_755,Female,24,ME,6,93.12,11.76,63.6,Bangalore,student755@college.edu
1756,Student_756,Female,23,CSE,5,65.8,12.76,27.95,Delhi,student756@college.edu
1757,Student_757,Female,17,IT,5,92.61,9.85,70.47,Hyderabad,student757@college.edu
1758,Student_758,Male,20,ME,8,52.05,23.49,33.7,,student758@college.edu
1759,Student_759,Male,18,ME,3,52.48,15.43,65.75,Pune,student759@college.edu
1760,Student_760,Male,23,CSE,6,81.18,5.27,27.31,Mumbai,student760@college.edu
1761,Student_761,Female,22,ME,8,53.16,5.39,43.44,Mumbai,student761@college.edu
1762,Student_762,Female,17,ECE,1,66.23,24.46,16.95,Mumbai,student762@college.edu
1763,Student_763,Male,19,CSE,1,83.64,9.43,52.91,Kolkata,student763@college.edu
1764,Student_764,Female,17,ME,3,66.86,21.11,64.35,Hyderabad,student764@college.edu
1765,Student_765,Male,17,EEE,3,58.98,6.17,56.7,Delhi,student765@college.edu
1766,Student_766,Male,20,IT,3,64.07,23.42,44.01,Delhi,student766@college.edu
1767,Student_767,Male,18,ME,8,72.88,22.49,12.93,Pune,student767@college.edu
1768,Student_768,Female,19,ECE,1,73.77,16.42,70.67,Mumbai,student768@college.edu
1769,Student_769,Female,21,CE,5,89.15,5.18,55.86,Hyderabad,student769@college.edu
1770,Student_770,Male,21,ME,3,87.51,10.16,58.48,,student770@college.edu
1771,Student_771,Male,23,CE,2,72.84,13.14,61.65,Pune,student771@college.edu
1772,Student_772,Male,17,EEE,7,92.28,14.2,58.6,Chennai,student772@college.edu
1773,Student_773,Male,24,ME,8,55.71,10.95,38.67,Hyderabad,student773@college.edu
1774,Student_774,Female,20,CSE,3,62.77,5.66,57.69,Hyderabad,student774@college.edu
1775,Student_775,Female,24,CE,7,91.4,16.8,50.63,Delhi,student775@college.edu
1776,Student_776,Male,20,EEE,4,68.9,15.48,65.51,Pune,student776@college.edu
1777,Student_777,Male,21,CSE,3,99.06,10.66,62.16,Hyderabad,student777@college.edu
1778,Student_778,Female,23,CSE,1,73.31,5.76,12.69,Hyderabad,student778@college.edu
1779,Student_779,Female,23,CSE,6,89.6,24.89,34.63,Delhi,student779@college.edu
1780,Student_780,Male,23,CSE,3,70.12,14.64,12.26,Hyderabad,student780@college.edu
1781,Student_781,Male,19,ME,8,71.25,20.12,16.63,,student781@college.edu
1782,Student_782,Male,18,IT,6,69.14,14.05,49.09,Chennai,student782@college.edu
1783,Student_783,Female,19,ME,4,85.95,5.86,66.8,Kolkata,student783@college.edu
1784,Student_784,Female,22,ME,2,77.38,11.19,17.79,Bangalore,student784@college.edu
1785,Student_785,Female,22,EEE,6,97.19,11.4,39.32,Delhi,student785@college.edu
1786,Student_786,Male,24,EEE,7,62.54,21.77,69.21,Delhi,student786@college.edu
1787,Student_787,Male,18,IT,5,55.03,18.08,62.93,Hyderabad,student787@college.edu
1788,Student_788,Female,21,EEE,3,69.66,10.51,43.78,Delhi,student788@college.edu
1789,Student_789,Female,18,ECE,4,80.84,24.35,60.15,Pune,student789@college.edu
1790,Student_790,Male,20,IT,4,93.04,11.43,43.98,Mumbai,student790@college.edu
1791,Student_791,Female,22,EEE,6,67.31,24.96,20.28,Mumbai,student791@college.edu
1792,Student_792,Female,17,IT,2,82.69,24.92,18.11,,student792@college.edu
1793,Student_793,Male,17,ME,1,67.51,8.82,22.24,Delhi,student793@college.edu
1794,Student_794,Female,21,ME,3,80.86,11.25,32.81,Pune,student794@college.edu
1795,Student_795,Male,20,IT,4,94.24,14.72,70.48,Hyderabad,student795@college.edu
1796,Student_796,Male,24,ECE,2,61.57,18.28,61.98,Hyderabad,student796@college.edu
1797,Student_797,Male,19,ECE,5,70.21,15.56,38.13,Bangalore,student797@college.edu
1798,Student_798,Male,20,IT,4,99.66,24.39,42.05,Kolkata,student798@college.edu
1799,Student_799,Male,17,EEE,2,93.43,19.48,27.26,Chennai,student799@college.edu
1800,Student_800,Male,17,CE,8,78.23,9.24,55.78,Pune,student800@college.edu
1801,Student_801,Male,24,ECE,1,75.83,7.1,62.18,Pune,student801@college.edu
1802,Student_802,Female,22,CSE,1,64.23,18.77,25.53,Bangalore,student802@college.edu
1803,Student_803,Male,20,ME,4,75.86,8.17,12.72,Bangalore,student803@college.edu
1804,Student_804,Male,20,IT,7,92.41,20.75,50.55,,student804@college.edu
1805,Student_805,Female,17,CSE,4,84.26,11.22,46.56,Kolkata,student805@college.edu
1806,Student_806,Female,19,IT,6,64.5,11.54,36.14,Hyderabad,student806@college.edu
1807,Student_807,Female,21,ME,3,60.07,5.22,51.85,Kolkata,student807@college.edu
1808,Student_808,Male,23,ME,2,63.26,19.02,45.79,Mumbai,student808@college.edu
1809,Student_809,Female,21,ECE,4,58.49,7.27,26.29,Pune,student809@college.edu
1810,Student_810,Male,20,ECE,3,54.78,20.46,35.85,Bangalore,student810@college.edu
1811,Student_811,Male,21,CSE,6,70.96,14.84,37.83,Mumbai,student811@college.edu
1812,Student_812,Male,17,IT,8,55.66,20.69,67.22,Hyderabad,student812@college.edu
1813,Student_813,Male,17,ME,8,58.6,16.68,72.46,Chennai,student813@college.edu
1814,Student_814,Female,24,CSE,3,77.37,6.65,68.05,Delhi,student814@college.edu
1815,Student_815,Female,20,CE,4,58.23,20.31,56.75,,student815@college.edu
1816,Student_816,Male,24,CSE,1,53.19,6.4,48.02,Chennai,student816@college.edu
1817,Student_817,Male,20,EEE,2,65.87,14.57,54.8,Delhi,student817@college.edu
1818,Student_818,Male,23,CSE,2,61.02,8.45,71.04,Pune,student818@college.edu
1819,Student_819,Female,23,EEE,8,75.77,20.05,26.25,Mumbai,student819@college.edu
1820,Student_820,Male,22,EEE,8,55.12,23.23,44.78,Mumbai,student820@college.edu
1821,Student_821,Male,20,EEE,1,87.59,16.08,54.82,Pune,student821@college.edu
1822,Student_822,Female,19,CE,7,95.31,15.54,54.15,Delhi,student822@college.edu
1823,Student_823,Female,21,CSE,4,87.17,20.28,26.4,Kolkata,student823@college.edu
1824,Student_824,Male,20,CSE,8,76.64,5.1,48.14,Chennai,student824@college.edu
1825,Student_825,Female,18,CE,8,93.03,23.36,61.73,,student825@college.edu
1826,Student_826,Female,22,ME,8,84.75,8.95,40.88,Mumbai,student826@college.edu
1827,Student_827,Male,18,ECE,2,50.53,24.68,61.56,Pune,student827@college.edu
1828,Student_828,Female,17,CSE,4,69.7,19.73,33.39,Hyderabad,student828@college.edu
1829,Student_829,Male,23,ECE,6,92.55,20.49,71.02,Bangalore,student829@college.edu
1830,Student_830,Female,21,IT,4,67.29,18.12,44.71,Delhi,student830@college.edu
1831,Student_831,Male,20,IT,3,51.76,14.43,48.74,Hyderabad,student831@college.edu
1832,Student_832,Male,18,CE,1,87.31,16.43,12.04,Hyderabad,student832@college.edu
1833,Student_833,Male,21,IT,7,90.1,5.93,21.07,Chennai,student833@college.edu
1834,Student_834,Female,17,IT,8,58.03,17.48,51.14,Delhi,student834@college.edu
1835,Student_835,Male,23,ME,8,76.87,17.52,37.29,Hyderabad,student835@college.edu
1836,Student_836,Female,19,ME,4,59.6,22.82,43.03,Mumbai,student836@college.edu
1837,Student_837,Male,22,ME,7,85.96,15.11,14.09,,student837@college.edu
1838,Student_838,Male,21,IT,8,63.58,6.54,64.22,Mumbai,student838@college.edu
1839,Student_839,Female,21,CE,7,65.81,11.12,60.99,Pune,student839@college.edu
1840,Student_840,Male,19,EEE,6,92.25,18.11,22.05,Pune,student840@college.edu
1841,Student_841,Male,21,EEE,5,73.82,9.79,51.23,Bangalore,student841@college.edu
1842,Student_842,Female,17,ECE,1,83.49,10.61,63.19,Kolkata,student842@college.edu
1843,Student_843,Male,17,EEE,7,70.12,21.41,51.66,Pune,student843@college.edu
1844,Student_844,Male,19,EEE,2,64.9,16.69,30.18,Hyderabad,student844@college.edu
1845,Student_845,Male,22,ME,3,81.27,15.17,52.65,Delhi,student845@college.edu
1846,Student_846,Male,20,ME,2,57.74,11.37,23.68,Pune,student846@college.edu
1847,Student_847,Female,18,IT,8,68.65,19.62,30.69,Mumbai,student847@college.edu
1848,Student_848,Female,20,ECE,6,60.45,10.75,25.6,Hyderabad,student848@college.edu
1849,Student_849,Male,21,CSE,6,84.79,19.74,46.2,Pune,student849@college.edu
1850,Student_850,Female,18,ECE,2,97.21,6.4,17.03,Chennai,student850@college.edu
1851,Student_851,Male,24,ECE,1,99.78,22.29,70.67,Mumbai,student851@college.edu
1852,Student_852,Female,19,CE,2,72.51,14.99,31.68,,student852@college.edu
1853,Student_853,Male,19,IT,4,62.63,13.77,24.23,Bangalore,student853@college.edu
1854,Student_854,Male,22,CE,8,72.14,17.22,42.28,Bangalore,student854@college.edu
1855,Student_855,Male,18,ECE,8,92.36,17.48,28,Mumbai,student855@college.edu
1856,Student_856,Male,17,ECE,2,60.3,7.64,44.77,Bangalore,student856@college.edu
1857,Student_857,Male,18,ECE,3,97.6,20.12,32.65,Kolkata,student857@college.edu
1858,Student_858,Male,21,EEE,3,67.09,10.52,18.58,Chennai,student858@college.edu
1859,Student_859,Female,17,CE,8,99.29,23.1,27.28,Kolkata,student859@college.edu
1860,Student_860,Male,23,ECE,5,91.93,21.36,38.5,Pune,student860@college.edu
1861,Student_861,Female,23,ME,3,90.43,11.93,11.97,Chennai,student861@college.edu
1862,Student_862,Male,24,IT,2,65.9,21.15,60.09,Mumbai,student862@college.edu
1863,Student_863,Female,23,IT,3,50.44,12.13,50.42,Kolkata,student863@college.edu
1864,Student_864,Female,19,ME,8,69.11,7.02,49.09,Hyderabad,student864@college.edu
1865,Student_865,Female,18,IT,1,65.09,24.24,45.49,Chennai,student865@college.edu
1866,Student_866,Male,23,EEE,7,51.87,18.05,48.37,Mumbai,student866@college.edu
1867,Student_867,Male,20,EEE,3,75.27,14.12,70.75,Delhi,student867@college.edu
1868,Student_868,Female,22,CSE,4,70.15,12.96,10.56,,student868@college.edu
1869,Student_869,Male,20,CSE,1,81.73,11.49,13.11,Chennai,student869@college.edu
1870,Student_870,Female,23,CSE,5,81.06,24.63,22.45,Pune,student870@college.edu
1871,Student_871,Male,24,IT,4,56.04,7.69,20.87,Hyderabad,student871@college.edu
1872,Student_872,Female,22,EEE,2,98.85,11.3,21.78,Pune,student872@college.edu
1873,Student_873,Female,21,EEE,7,59.35,14.71,53.68,Bangalore,student873@college.edu
1874,Student_874,Male,20,EEE,2,72.26,14.56,39.87,Chennai,student874@college.edu
1875,Student_875,Female,24,ME,7,74.41,14.43,74.47,Chennai,student875@college.edu
1876,Student_876,Male,18,EEE,7,90.65,8.52,24.75,Bangalore,student876@college.edu
1877,Student_877,Female,18,ME,2,54.96,7.9,30.2,Hyderabad,student877@college.edu
1878,Student_878,Female,20,CSE,4,71.43,10.1,73.98,Hyderabad,student878@college.edu
1879,Student_879,Male,23,CSE,4,81.43,23.29,64.06,Kolkata,student879@college.edu
1880,Student_880,Male,24,IT,7,60.76,7.26,40.54,Mumbai,student880@college.edu
1881,Student_881,Male,18,CSE,4,81.37,20.15,46.05,Mumbai,student881@college.edu
1882,Student_882,Female,21,IT,7,96.18,20.15,64.81,,student882@college.edu
1883,Student_883,Male,17,ECE,8,99.88,21.2,41.26,Mumbai,student883@college.edu
1884,Student_884,Female,23,ECE,7,51.62,22.73,23.39,Chennai,student884@college.edu
1885,Student_885,Female,24,CE,8,61.78,10.26,63.85,Kolkata,student885@college.edu
1886,Student_886,Male,21,IT,1,65.52,9.49,44.96,Kolkata,student886@college.edu
1887,Student_887,Male,24,CE,6,69.96,14.31,19.95,Mumbai,student887@college.edu
1888,Student_888,Female,22,CE,1,62.11,10.3,42.86,Delhi,student888@college.edu
1889,Student_889,Female,21,ECE,2,60.17,19.69,36.86,Mumbai,student889@college.edu
1890,Student_890,Male,23,IT,6,97.73,17.72,66.99,Pune,student890@college.edu
1891,Student_891,Male,22,ECE,3,95.93,22.5,18.19,Delhi,student891@college.edu
1892,Student_892,Male,23,CE,2,52.35,6.65,66.89,Kolkata,student892@college.edu
1893,Student_893,Male,18,IT,5,66.94,23.3,43.29,Delhi,student893@college.edu
1894,Student_894,Male,17,CE,1,70.26,10.87,36.28,Chennai,student894@college.edu
1895,Student_895,Female,23,EEE,4,61.95,14.81,20.53,Hyderabad,student895@college.edu
1896,Student_896,Female,23,IT,1,81.44,13.77,55.55,Delhi,student896@college.edu
1897,Student_897,Female,18,IT,4,82.02,20.21,70.24,Pune,student897@college.edu
1898,Student_898,Female,19,CE,6,92.53,13.41,34.4,Hyderabad,student898@college.edu
1899,Student_899,Male,18,EEE,5,87.04,23.87,25.7,Chennai,student899@college.edu
1900,Student_900,Male,22,ME,6,77.13,23.05,46.07,Pune,student900@college.edu
1901,Student_901,Male,18,ECE,5,82.68,22.44,61.75,Bangalore,student901@college.edu
1902,Student_902,Female,18,CE,1,63.7,6.43,10.24,Hyderabad,student902@college.edu
1903,Student_903,Female,17,IT,4,79.65,22.09,51.04,Bangalore,student903@college.edu
1904,Student_904,Male,18,ECE,6,74.46,20.63,48.77,Chennai,student904@college.edu
1905,Student_905,Male,24,ECE,5,56.67,7.07,30.68,Hyderabad,student905@college.edu
1906,Student_906,Female,23,ECE,7,62.13,7.15,39.34,Hyderabad,student906@college.edu
1907,Student_907,Female,24,ME,2,64.58,7.02,26.05,Mumbai,student907@college.edu
1908,Student_908,Male,17,CSE,2,96.22,5.23,61.34,Pune,student908@college.edu
1909,Student_909,Male,20,CE,6,61.52,15.97,51.24,Pune,student909@college.edu
1910,Student_910,Female,19,CSE,4,64.46,24.47,44.63,Delhi,student910@college.edu
1911,Student_911,Male,24,CSE,7,68.47,13.77,35.51,Bangalore,student911@college.edu
1912,Student_912,Male,17,CSE,6,83.19,15.82,28.94,Bangalore,student912@college.edu
1913,Student_913,Male,22,ECE,1,55.91,24.36,63.48,Pune,student913@college.edu
1914,Student_914,Female,20,EEE,5,97.7,10.1,39.34,Pune,student914@college.edu
1915,Student_915,Female,17,ECE,8,93.28,22.17,42.59,Hyderabad,student915@college.edu
1916,Student_916,Female,17,ECE,1,78.86,15.93,43.85,Bangalore,student916@college.edu
1917,Student_917,Female,19,IT,2,83.7,16.39,39.14,Kolkata,student917@college.edu
1918,Student_918,Female,23,IT,5,50.83,11.86,26.65,Mumbai,student918@college.edu
1919,Student_919,Female,24,CSE,6,66.95,16.23,17.82,Delhi,student919@college.edu
1920,Student_920,Female,22,ECE,1,89.78,6.46,16.4,Mumbai,student920@college.edu
1921,Student_921,Male,21,CSE,3,53.87,20.29,59.24,Delhi,student921@college.edu
1922,Student_922,Male,24,IT,8,64.12,10.69,24.53,Chennai,student922@college.edu
1923,Student_923,Male,21,EEE,4,79.26,22.75,13.62,Hyderabad,student923@college.edu
1924,Student_924,Male,17,CE,7,62.82,12.36,61.84,Pune,student924@college.edu
1925,Student_925,Male,18,CSE,7,96.7,7.86,20.01,Pune,student925@college.edu
1926,Student_926,Male,22,EEE,4,56.55,18.92,50.63,Kolkata,student926@college.edu
1927,Student_927,Male,20,CE,3,89.87,8.29,32.01,Bangalore,student927@college.edu
1928,Student_928,Female,18,ME,2,75.4,20.07,18.22,Bangalore,student928@college.edu
1929,Student_929,Female,18,CSE,5,87.52,24.36,36.94,Mumbai,student929@college.edu
1930,Student_930,Male,24,CSE,4,65.54,20.59,10.96,Mumbai,student930@college.edu
1931,Student_931,Male,22,ME,3,75.72,5.45,64.67,Mumbai,student931@college.edu
1932,Student_932,Female,23,ME,6,92.84,17,43.38,Bangalore,student932@college.edu
1933,Student_933,Male,17,CSE,8,73.34,18.91,19.05,Pune,student933@college.edu
1934,Student_934,Male,17,ME,7,67.99,21.51,25.4,Bangalore,student934@college.edu
1935,Student_935,Female,17,ECE,8,76.81,6.12,39.12,Mumbai,student935@college.edu
1936,Student_936,Male,17,CE,3,85.87,14.6,22.28,Hyderabad,student936@college.edu
1937,Student_937,Female,24,CE,8,72.18,15.71,27.46,Delhi,student937@college.edu
1938,Student_938,Male,21,CE,2,96.94,8.38,44.74,Pune,student938@college.edu
1939,Student_939,Female,17,ECE,2,64.75,11.45,64.12,Hyderabad,student939@college.edu
1940,Student_940,Female,21,ME,1,73.77,13.8,36.12,Chennai,student940@college.edu
1941,Student_941,Female,21,EEE,4,87.85,21.66,56.6,Hyderabad,student941@college.edu
1942,Student_942,Male,23,ME,1,84.46,23.59,66.98,Hyderabad,student942@college.edu
1943,Student_943,Female,17,CSE,8,93.18,17.57,24.06,Chennai,student943@college.edu
1944,Student_944,Male,19,IT,7,99.84,12.9,62.47,Hyderabad,student944@college.edu
1945,Student_945,Male,20,CE,3,71.34,10.08,59.23,Delhi,student945@college.edu
1946,Student_946,Male,18,ME,5,55.56,24.64,33.2,Pune,student946@college.edu
1947,Student_947,Male,21,EEE,8,51.52,24.66,74.32,Kolkata,student947@college.edu
1948,Student_948,Female,22,CSE,5,86.34,23.5,27.07,Bangalore,student948@college.edu
1949,Student_949,Female,22,ECE,2,93.7,20.71,26.56,Chennai,student949@college.edu
1950,Student_950,Male,20,ECE,5,61.04,11.52,60.2,Pune,student950@college.edu
1951,Student_951,Male,22,EEE,5,57.92,21.34,38.25,Mumbai,student951@college.edu
1952,Student_952,Female,19,CSE,7,53.11,13.18,31.5,Delhi,student952@college.edu
1953,Student_953,Male,22,CE,5,91.14,11.54,21.61,Kolkata,student953@college.edu
1954,Student_954,Female,18,ME,8,65.57,19.9,59.75,Delhi,student954@college.edu
1955,Student_955,Male,18,CSE,3,70.08,6.59,61.11,Delhi,student955@college.edu
1956,Student_956,Male,21,ECE,5,75.14,5.97,46.83,Mumbai,student956@college.edu
1957,Student_957,Female,17,EEE,6,91.97,13.96,72.23,Kolkata,student957@college.edu
1958,Student_958,Male,23,EEE,5,82.54,13.91,30.68,Bangalore,student958@college.edu
1959,Student_959,Female,19,ME,5,80.75,22.91,24.28,Delhi,student959@college.edu
1960,Student_960,Male,21,EEE,1,58.78,7.52,54.04,Mumbai,student960@college.edu
1961,Student_961,Male,19,EEE,3,75.66,7.47,59.3,Chennai,student961@college.edu
1962,Student_962,Male,17,CSE,8,85.77,7.95,24.62,Mumbai,student962@college.edu
1963,Student_963,Female,24,CE,2,98.66,5.59,14.98,Hyderabad,student963@college.edu
